HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_HF,stress_index
1077.2058823529412,97.33863791930362,157.22352966795395,162.37976320958225,0.090362148512118,0.1459549490432883,1093.75,69.496875,64.70588235294117,70.58823529411765,843.75,1265.625,4.25,296.875,0.0970554835629165,9.0
1072.048611111111,97.2299724093462,111.84192741517457,115.28012707145275,0.0906954884336573,0.1043254254107539,1070.3125,104.2453125,66.66666666666666,83.33333333333334,843.75,1250.0,4.5,296.875,0.0291055557701723,9.0
1040.798611111111,116.2046886621842,144.45360096197794,148.89634962612513,0.111649542401031,0.1387911161869879,1054.6875,115.828125,66.66666666666666,88.88888888888889,781.25,1250.0,6.0,296.875,0.0364543436464407,9.0
1010.4166666666666,140.36945735744487,212.1171399632205,218.62686923241532,0.1389223495496361,0.2099303653244244,1015.625,115.828125,77.77777777777779,88.88888888888889,781.25,1359.375,6.0,156.25,0.1085886355285329,9.0
1025.173611111111,135.91361023270233,181.70423558063024,187.27487250627792,0.1325761888129323,0.1772424042242896,1007.8125,150.5765625,66.66666666666666,83.33333333333334,781.25,1359.375,9.0,156.25,0.0964335184966999,9.0
1020.8333333333334,96.6167097501316,98.45719340821944,101.3767390554034,0.0946449401633942,0.0964478629305006,1039.0625,115.828125,72.22222222222221,88.88888888888889,875.0,1171.875,9.0,15.625,0.0299293521910961,9.0
1000.8680555555557,72.79072632309553,72.40057203422052,74.4783096755851,0.0727275947304475,0.0723377788234362,1007.8125,81.07968749999999,66.66666666666666,83.33333333333334,890.625,1125.0,6.0,171.875,0.0278641349275412,9.0
1025.173611111111,90.81478746854783,80.74646003896102,82.16790962561143,0.0885847884536554,0.0787636934503667,1039.0625,115.828125,55.55555555555556,72.22222222222221,875.0,1156.25,6.0,187.5,0.0390142565058726,9.0
986.0197368421052,160.60719347451484,217.4128277577271,223.5000869311948,0.1628843596872477,0.220495411637528,1015.625,162.15937499999998,68.42105263157895,78.94736842105263,484.375,1156.25,9.5,390.625,0.1090312231844421,9.0
983.5526315789474,158.53140744176795,217.5687351479732,223.69812174714968,0.161182434322065,0.2212070083109827,1031.25,162.15937499999998,57.89473684210527,73.68421052631578,484.375,1156.25,6.333333333333333,421.875,0.1232566661534371,9.0
1017.3611111111112,95.40344758161268,102.17926414913558,105.31971359916574,0.093775402401039,0.1004355906994916,1039.0625,104.2453125,61.11111111111112,77.77777777777779,812.5,1156.25,6.0,93.75,0.0475384670947818,9.0
1021.7013888888888,108.00599230115668,99.68931516879594,100.99530533825644,0.1057118973075042,0.0975718700717526,1054.6875,104.2453125,50.0,83.33333333333334,812.5,1156.25,6.0,312.5,0.0394129112047203,9.0
992.5986842105264,106.78587559850403,109.7463932588827,112.91397598270208,0.1075821248780289,0.1105647176493797,1031.25,115.828125,52.63157894736842,94.73684210526316,812.5,1140.625,9.5,218.75,0.0384126528001328,9.0
1006.0763888888888,106.93696723394024,102.38987089436488,105.11497720546018,0.1062911011678163,0.1017714678777466,1031.25,127.4109375,55.55555555555556,72.22222222222221,812.5,1140.625,6.0,218.75,0.0252360527002264,9.0
973.6842105263158,101.53613861662969,79.67217989988727,80.01193487363133,0.1042803585792413,0.0818254820593436,984.375,138.99375,57.89473684210527,73.68421052631578,812.5,1140.625,3.8,62.5,0.0328917550611817,9.0
969.5723684210526,93.67382382751244,82.67972847076845,84.77611325771527,0.096613545185967,0.0852744273286297,984.375,92.6625,52.63157894736842,78.94736842105263,812.5,1109.375,6.333333333333333,234.375,0.026397855277861,9.0
949.21875,119.52170907054808,114.37131501110068,117.39595251710196,0.1259158745763798,0.1204899450322706,945.3125,150.5765625,55.00000000000001,80.0,750.0,1156.25,6.666666666666667,250.0,0.0487748922671988,9.0
954.7697368421052,126.39142424839596,118.42517709272992,120.79318129372544,0.1323789594195085,0.1240353276009987,937.5,162.15937499999998,63.1578947368421,84.21052631578947,750.0,1156.25,9.5,187.5,0.0398464836508676,9.0
899.5535714285714,236.4786544655926,349.08851738312734,358.1563648775526,0.2628844595548026,0.3880686247832284,906.25,208.490625,71.42857142857143,80.95238095238095,312.5,1187.5,10.5,0.0,0.0259104999737628,9.0
874.2559523809524,262.270928252728,353.98471122528724,362.5352679645004,0.2999933000609927,0.4048982569249243,812.5,115.828125,52.38095238095239,61.90476190476191,312.5,1234.375,7.0,453.125,0.0928723768742334,9.0
914.84375,174.54379858177506,95.71676023972746,98.16161271728022,0.1907908302174825,0.1046263476574305,890.625,208.490625,40.0,65.0,718.75,1234.375,6.666666666666667,46.875,0.0114700991566234,9.0
932.8125,114.942866957779,111.75741762736308,114.80739655655276,0.1232218339245872,0.1198069468702049,953.125,104.2453125,45.0,90.0,718.75,1093.75,6.666666666666667,218.75,0.0488146816453016,9.0
